it	l_0	l_1	l_2	l_3	l_4	l_5	l_6	l_7	l_8	l_9	l_10	l_11	l_12	l_13	l_14	l_15	l_16	l_17	l_18	l_19	l_20	l_21	l_22	l_23	l_24	l_25	l_26	l_27	l_28	l_29	l_30	l_31	l_32	l_33	l_34	l_35	m_0	m_1	m_2	m_3	m_4	m_5	m_6	m_7	m_8	m_9	m_10	m_11	m_12	m_13	m_14	m_15	m_16	m_17	m_18	m_19	m_20	m_21	m_22	m_23	m_24	m_25	m_26	m_27	m_28	m_29	m_30	m_31	m_32	m_33	m_34	m_35	r_0	r_1	r_2	r_3	r_4	r_5	r_6	r_7	r_8	r_9	r_10	r_11	r_12	r_13	r_14	r_15	r_16	r_17	r_18	r_19	r_20	r_21	r_22	r_23	r_24	r_25	r_26	r_27	r_28	r_29	r_30	r_31	r_32	r_33	r_34	r_35	
42000	0.42429726422951985	0.42429726422951985	0.42429726422951985	0.42429726422951985	0.42429726422951985	0.42429726422951985	0.42429726422951985	0.42429726422951985	0.42429726422951985	0.42429726422951985	0.42429726422951985	0.42429726422951985	0.42429726422951985	0.42429726422951985	0.42429726422951985	0.42429726422951985	0.42429726422951985	0.42429726422951985	0.42429726422951985	0.42429726422951985	0.42429726422951985	0.42429726422951985	0.42429726422951985	0.42429726422951985	0.42429726422951985	0.42429726422951985	0.42429726422951985	0.42429726422951985	0.42429726422951985	0.42429726422951985	0.42429726422951985	0.42429726422951985	0.42429726422951985	0.42429726422951985	0.42429726422951985	0.42429726422951985	0.30246548283198788	0.30246548283198788	0.30246548283198788	0.30246548283198788	0.30246548283198788	0.30246548283198788	0.30246548283198788	0.30246548283198788	0.30246548283198788	0.30246548283198788	0.30246548283198788	0.30246548283198788	0.30246548283198788	0.30246548283198788	0.30246548283198788	0.30246548283198788	0.30246548283198788	0.30246548283198788	0.30246548283198788	0.30246548283198788	0.30246548283198788	0.30246548283198788	0.30246548283198788	0.30246548283198788	0.30246548283198788	0.30246548283198788	0.30246548283198788	0.30246548283198788	0.30246548283198788	0.30246548283198788	0.30246548283198788	0.30246548283198788	0.30246548283198788	0.30246548283198788	0.30246548283198788	0.30246548283198788	0.12183178139753198	0.12183178139753198	0.12183178139753198	0.12183178139753198	0.12183178139753198	0.12183178139753198	0.12183178139753198	0.12183178139753198	0.12183178139753198	0.12183178139753198	0.12183178139753198	0.12183178139753198	0.12183178139753198	0.12183178139753198	0.12183178139753198	0.12183178139753198	0.12183178139753198	0.12183178139753198	0.12183178139753198	0.12183178139753198	0.12183178139753198	0.12183178139753198	0.12183178139753198	0.12183178139753198	0.12183178139753198	0.12183178139753198	0.12183178139753198	0.12183178139753198	0.12183178139753198	0.12183178139753198	0.12183178139753198	0.12183178139753198	0.12183178139753198	0.12183178139753198	0.12183178139753198	0.12183178139753198
43000	0.3449712209423329	0.3449712209423329	0.3449712209423329	0.3449712209423329	0.3449712209423329	0.3449712209423329	0.3449712209423329	0.3449712209423329	0.3449712209423329	0.3449712209423329	0.3449712209423329	0.3449712209423329	0.3449712209423329	0.3449712209423329	0.3449712209423329	0.3449712209423329	0.3449712209423329	0.3449712209423329	0.3449712209423329	0.3449712209423329	0.3449712209423329	0.3449712209423329	0.3449712209423329	0.3449712209423329	0.3449712209423329	0.3449712209423329	0.3449712209423329	0.3449712209423329	0.3449712209423329	0.3449712209423329	0.3449712209423329	0.3449712209423329	0.3449712209423329	0.3449712209423329	0.3449712209423329	0.3449712209423329	0.37393148423074307	0.37393148423074307	0.37393148423074307	0.37393148423074307	0.37393148423074307	0.37393148423074307	0.37393148423074307	0.37393148423074307	0.37393148423074307	0.37393148423074307	0.37393148423074307	0.37393148423074307	0.37393148423074307	0.37393148423074307	0.37393148423074307	0.37393148423074307	0.37393148423074307	0.37393148423074307	0.37393148423074307	0.37393148423074307	0.37393148423074307	0.37393148423074307	0.37393148423074307	0.37393148423074307	0.37393148423074307	0.34917423781212986	0.34917423781212986	0.34917423781212986	0.34917423781212986	0.34917423781212986	0.34917423781212986	0.34917423781212986	0.34917423781212986	0.34917423781212986	0.34917423781212986	0.34917423781212986	-0.028960263288410171	-0.028960263288410171	-0.028960263288410171	-0.028960263288410171	-0.028960263288410171	-0.028960263288410171	-0.028960263288410171	-0.028960263288410171	-0.028960263288410171	-0.028960263288410171	-0.028960263288410171	-0.028960263288410171	-0.028960263288410171	-0.028960263288410171	-0.028960263288410171	-0.028960263288410171	-0.028960263288410171	-0.028960263288410171	-0.028960263288410171	-0.028960263288410171	-0.028960263288410171	-0.028960263288410171	-0.028960263288410171	-0.028960263288410171	-0.028960263288410171	-0.0042030168697969605	-0.0042030168697969605	-0.0042030168697969605	-0.0042030168697969605	-0.0042030168697969605	-0.0042030168697969605	-0.0042030168697969605	-0.0042030168697969605	-0.0042030168697969605	-0.0042030168697969605	-0.0042030168697969605
44000	0.38986371427618377	0.38986371427618377	0.38986371427618377	0.38986371427618377	0.38986371427618377	0.38986371427618377	0.38986371427618377	0.38986371427618377	0.38986371427618377	0.38986371427618377	0.38986371427618377	0.38986371427618377	0.38986371427618377	0.38986371427618377	0.38986371427618377	0.38986371427618377	0.38986371427618377	0.38986371427618377	0.38986371427618377	0.38986371427618377	0.38986371427618377	0.38986371427618377	0.38986371427618377	0.38986371427618377	0.38986371427618377	0.38986371427618377	0.38986371427618377	0.38986371427618377	0.38986371427618377	0.38986371427618377	0.38986371427618377	0.38986371427618377	0.38986371427618377	0.38986371427618377	0.38986371427618377	0.38986371427618377	0.30125275761863368	0.30125275761863368	0.30125275761863368	0.30125275761863368	0.30125275761863368	0.30125275761863368	0.30125275761863368	0.30125275761863368	0.30125275761863368	0.30125275761863368	0.30125275761863368	0.30125275761863368	0.30125275761863368	0.30125275761863368	0.30125275761863368	0.30125275761863368	0.30125275761863368	0.30125275761863368	0.30125275761863368	0.30125275761863368	0.30125275761863368	0.30125275761863368	0.30125275761863368	0.30125275761863368	0.30125275761863368	0.30125275761863368	0.30125275761863368	0.30125275761863368	0.30125275761863368	0.30125275761863368	0.30125275761863368	0.30125275761863368	0.30125275761863368	0.30125275761863368	0.30125275761863368	0.30125275761863368	0.088610956657550088	0.088610956657550088	0.088610956657550088	0.088610956657550088	0.088610956657550088	0.088610956657550088	0.088610956657550088	0.088610956657550088	0.088610956657550088	0.088610956657550088	0.088610956657550088	0.088610956657550088	0.088610956657550088	0.088610956657550088	0.088610956657550088	0.088610956657550088	0.088610956657550088	0.088610956657550088	0.088610956657550088	0.088610956657550088	0.088610956657550088	0.088610956657550088	0.088610956657550088	0.088610956657550088	0.088610956657550088	0.088610956657550088	0.088610956657550088	0.088610956657550088	0.088610956657550088	0.088610956657550088	0.088610956657550088	0.088610956657550088	0.088610956657550088	0.088610956657550088	0.088610956657550088	0.088610956657550088
45000	0.43008775448025394	0.43008775448025394	0.43008775448025394	0.43008775448025394	0.43008775448025394	0.43008775448025394	0.43008775448025394	0.43008775448025394	0.43008775448025394	0.43008775448025394	0.43008775448025394	0.43008775448025394	0.43008775448025394	0.43008775448025394	0.43008775448025394	0.43008775448025394	0.43008775448025394	0.43008775448025394	0.43008775448025394	0.43008775448025394	0.43008775448025394	0.43008775448025394	0.43008775448025394	0.43008775448025394	0.43008775448025394	0.43008775448025394	0.43008775448025394	0.43008775448025394	0.43008775448025394	0.43008775448025394	0.43008775448025394	0.43008775448025394	0.43008775448025394	0.43008775448025394	0.43008775448025394	0.43008775448025394	0.27314521327498509	0.27314521327498509	0.27314521327498509	0.27314521327498509	0.27314521327498509	0.27314521327498509	0.27314521327498509	0.27314521327498509	0.27314521327498509	0.27314521327498509	0.27314521327498509	0.27314521327498509	0.27314521327498509	0.27314521327498509	0.27314521327498509	0.27314521327498509	0.27314521327498509	0.27314521327498509	0.27314521327498509	0.27314521327498509	0.27314521327498509	0.27314521327498509	0.27314521327498509	0.27314521327498509	0.27314521327498509	0.27314521327498509	0.27314521327498509	0.27314521327498509	0.27314521327498509	0.27314521327498509	0.27314521327498509	0.27314521327498509	0.27314521327498509	0.27314521327498509	0.27314521327498509	0.27314521327498509	0.15694254120526885	0.15694254120526885	0.15694254120526885	0.15694254120526885	0.15694254120526885	0.15694254120526885	0.15694254120526885	0.15694254120526885	0.15694254120526885	0.15694254120526885	0.15694254120526885	0.15694254120526885	0.15694254120526885	0.15694254120526885	0.15694254120526885	0.15694254120526885	0.15694254120526885	0.15694254120526885	0.15694254120526885	0.15694254120526885	0.15694254120526885	0.15694254120526885	0.15694254120526885	0.15694254120526885	0.15694254120526885	0.15694254120526885	0.15694254120526885	0.15694254120526885	0.15694254120526885	0.15694254120526885	0.15694254120526885	0.15694254120526885	0.15694254120526885	0.15694254120526885	0.15694254120526885	0.15694254120526885
46000	0.41005034239429733	0.41005034239429733	0.41005034239429733	0.41005034239429733	0.41005034239429733	0.41005034239429733	0.41005034239429733	0.41005034239429733	0.41005034239429733	0.41005034239429733	0.41005034239429733	0.41005034239429733	0.41005034239429733	0.41005034239429733	0.41005034239429733	0.41005034239429733	0.41005034239429733	0.41005034239429733	0.37673100637218682	0.37673100637218682	0.37673100637218682	0.37673100637218682	0.37673100637218682	0.37673100637218682	0.37673100637218682	0.37673100637218682	0.37673100637218682	0.81859062330806875	0.81859062330806875	0.81859062330806875	0.81859062330806875	0.81859062330806875	0.81859062330806875	0.81859062330806875	0.81859062330806875	0.81859062330806875	0.35677046442453303	0.35677046442453303	0.35677046442453303	0.35677046442453303	0.35677046442453303	0.35677046442453303	0.35677046442453303	0.35677046442453303	0.35677046442453303	0.35677046442453303	0.35677046442453303	0.35677046442453303	0.35677046442453303	0.35677046442453303	0.35677046442453303	0.35677046442453303	0.35677046442453303	0.35677046442453303	0.35677046442453303	0.35677046442453303	0.35677046442453303	0.35677046442453303	0.35677046442453303	0.35677046442453303	0.35677046442453303	0.35677046442453303	0.35677046442453303	0.35677046442453303	0.35677046442453303	0.35677046442453303	0.35677046442453303	0.35677046442453303	0.35677046442453303	0.35677046442453303	0.35677046442453303	0.35677046442453303	0.0532798779697643	0.0532798779697643	0.0532798779697643	0.0532798779697643	0.0532798779697643	0.0532798779697643	0.0532798779697643	0.0532798779697643	0.0532798779697643	0.0532798779697643	0.0532798779697643	0.0532798779697643	0.0532798779697643	0.0532798779697643	0.0532798779697643	0.0532798779697643	0.0532798779697643	0.0532798779697643	0.019960541947653787	0.019960541947653787	0.019960541947653787	0.019960541947653787	0.019960541947653787	0.019960541947653787	0.019960541947653787	0.019960541947653787	0.019960541947653787	0.46182015888353573	0.46182015888353573	0.46182015888353573	0.46182015888353573	0.46182015888353573	0.46182015888353573	0.46182015888353573	0.46182015888353573	0.46182015888353573
47000	0.43793582514465257	0.43793582514465257	0.43793582514465257	0.43793582514465257	0.43793582514465257	0.43793582514465257	0.43793582514465257	0.43793582514465257	0.43793582514465257	0.43793582514465257	0.43793582514465257	0.43793582514465257	0.43793582514465257	0.43793582514465257	0.43793582514465257	0.43793582514465257	0.43793582514465257	0.43793582514465257	0.43793582514465257	0.43793582514465257	0.43793582514465257	0.43793582514465257	0.43793582514465257	0.43793582514465257	0.43793582514465257	0.43793582514465257	0.43793582514465257	0.43793582514465257	0.43793582514465257	0.43793582514465257	0.43793582514465257	0.43793582514465257	0.43793582514465257	0.43793582514465257	0.43793582514465257	0.43793582514465257	0.28369773435281731	0.28369773435281731	0.28369773435281731	0.28369773435281731	0.28369773435281731	0.28369773435281731	0.28369773435281731	0.28369773435281731	0.28369773435281731	0.28369773435281731	0.28369773435281731	0.28369773435281731	0.28369773435281731	0.28369773435281731	0.28369773435281731	0.28369773435281731	0.28369773435281731	0.28369773435281731	0.28369773435281731	0.28369773435281731	0.28369773435281731	0.28369773435281731	0.28369773435281731	0.28369773435281731	0.28369773435281731	0.28369773435281731	0.28369773435281731	0.28369773435281731	0.28369773435281731	0.28369773435281731	0.28369773435281731	0.28369773435281731	0.28369773435281731	0.28369773435281731	0.28369773435281731	0.28369773435281731	0.15423809079183526	0.15423809079183526	0.15423809079183526	0.15423809079183526	0.15423809079183526	0.15423809079183526	0.15423809079183526	0.15423809079183526	0.15423809079183526	0.15423809079183526	0.15423809079183526	0.15423809079183526	0.15423809079183526	0.15423809079183526	0.15423809079183526	0.15423809079183526	0.15423809079183526	0.15423809079183526	0.15423809079183526	0.15423809079183526	0.15423809079183526	0.15423809079183526	0.15423809079183526	0.15423809079183526	0.15423809079183526	0.15423809079183526	0.15423809079183526	0.15423809079183526	0.15423809079183526	0.15423809079183526	0.15423809079183526	0.15423809079183526	0.15423809079183526	0.15423809079183526	0.15423809079183526	0.15423809079183526
48000	0.27655985703507746	0.27655985703507746	0.27655985703507746	0.27655985703507746	0.27655985703507746	0.27655985703507746	0.27655985703507746	0.27655985703507746	0.27655985703507746	0.27655985703507746	0.27655985703507746	0.27655985703507746	0.27655985703507746	0.27655985703507746	0.44346078056939586	0.44346078056939586	0.44346078056939586	0.44346078056939586	0.44346078056939586	0.44346078056939586	0.44346078056939586	0.44346078056939586	0.44346078056939586	0.44346078056939586	0.44346078056939586	0.44346078056939586	0.44346078056939586	0.44346078056939586	0.44346078056939586	0.44346078056939586	0.44346078056939586	0.44346078056939586	0.44346078056939586	0.44346078056939586	0.44346078056939586	0.44346078056939586	0.30164420200267827	0.30164420200267827	0.30164420200267827	0.30164420200267827	0.30164420200267827	0.30164420200267827	0.30164420200267827	0.30164420200267827	0.30164420200267827	0.30164420200267827	0.30164420200267827	0.30164420200267827	0.30164420200267827	0.30164420200267827	0.30164420200267827	0.30164420200267827	0.30164420200267827	0.30164420200267827	0.30164420200267827	0.30164420200267827	0.30164420200267827	0.30164420200267827	0.30164420200267827	0.30164420200267827	0.30164420200267827	0.30164420200267827	0.30164420200267827	0.30164420200267827	0.30164420200267827	0.30164420200267827	0.30164420200267827	0.30164420200267827	0.30164420200267827	0.30164420200267827	0.30164420200267827	0.30164420200267827	-0.025084344967600813	-0.025084344967600813	-0.025084344967600813	-0.025084344967600813	-0.025084344967600813	-0.025084344967600813	-0.025084344967600813	-0.025084344967600813	-0.025084344967600813	-0.025084344967600813	-0.025084344967600813	-0.025084344967600813	-0.025084344967600813	-0.025084344967600813	0.14181657856671759	0.14181657856671759	0.14181657856671759	0.14181657856671759	0.14181657856671759	0.14181657856671759	0.14181657856671759	0.14181657856671759	0.14181657856671759	0.14181657856671759	0.14181657856671759	0.14181657856671759	0.14181657856671759	0.14181657856671759	0.14181657856671759	0.14181657856671759	0.14181657856671759	0.14181657856671759	0.14181657856671759	0.14181657856671759	0.14181657856671759	0.14181657856671759
49000	0.39953940653730691	0.39953940653730691	0.39953940653730691	0.39953940653730691	0.39953940653730691	0.39953940653730691	0.39953940653730691	0.39953940653730691	0.39953940653730691	0.39953940653730691	0.39953940653730691	0.39953940653730691	0.39953940653730691	0.39953940653730691	0.39953940653730691	0.39953940653730691	0.39953940653730691	0.39953940653730691	0.39953940653730691	0.39953940653730691	0.39953940653730691	0.39953940653730691	0.39953940653730691	0.39953940653730691	0.39953940653730691	0.39953940653730691	0.39953940653730691	0.39953940653730691	0.39953940653730691	0.39953940653730691	0.39953940653730691	0.39953940653730691	0.39953940653730691	0.39953940653730691	0.39953940653730691	0.39953940653730691	0.26051872836720041	0.26051872836720041	0.26051872836720041	0.26051872836720041	0.26051872836720041	0.26051872836720041	0.26051872836720041	0.26051872836720041	0.26051872836720041	0.26051872836720041	0.26051872836720041	0.26051872836720041	0.26051872836720041	0.26051872836720041	0.26051872836720041	0.26051872836720041	0.26051872836720041	0.26051872836720041	0.26051872836720041	0.26051872836720041	0.26051872836720041	0.26051872836720041	0.26051872836720041	0.26051872836720041	0.26051872836720041	0.26051872836720041	0.26051872836720041	0.26051872836720041	0.26051872836720041	0.26051872836720041	0.26051872836720041	0.26051872836720041	0.26051872836720041	0.26051872836720041	0.26051872836720041	0.26051872836720041	0.13902067817010649	0.13902067817010649	0.13902067817010649	0.13902067817010649	0.13902067817010649	0.13902067817010649	0.13902067817010649	0.13902067817010649	0.13902067817010649	0.13902067817010649	0.13902067817010649	0.13902067817010649	0.13902067817010649	0.13902067817010649	0.13902067817010649	0.13902067817010649	0.13902067817010649	0.13902067817010649	0.13902067817010649	0.13902067817010649	0.13902067817010649	0.13902067817010649	0.13902067817010649	0.13902067817010649	0.13902067817010649	0.13902067817010649	0.13902067817010649	0.13902067817010649	0.13902067817010649	0.13902067817010649	0.13902067817010649	0.13902067817010649	0.13902067817010649	0.13902067817010649	0.13902067817010649	0.13902067817010649
50000	0.36660136639397917	0.36660136639397917	0.36660136639397917	0.36660136639397917	0.36660136639397917	0.36660136639397917	0.36660136639397917	0.36660136639397917	0.36660136639397917	0.36660136639397917	0.36660136639397917	0.3652241564168156	0.3652241564168156	0.3652241564168156	0.3652241564168156	0.3652241564168156	0.3652241564168156	0.3652241564168156	0.3652241564168156	0.3652241564168156	0.3652241564168156	0.3652241564168156	0.3652241564168156	0.3652241564168156	0.3652241564168156	0.3652241564168156	0.3652241564168156	0.3652241564168156	0.3652241564168156	0.3652241564168156	0.3652241564168156	0.3652241564168156	0.3652241564168156	0.3652241564168156	0.3652241564168156	0.3652241564168156	0.27596090092356934	0.27596090092356934	0.27596090092356934	0.27596090092356934	0.27596090092356934	0.27596090092356934	0.27596090092356934	0.27596090092356934	0.27596090092356934	0.27596090092356934	0.27596090092356934	0.27596090092356934	0.27596090092356934	0.27596090092356934	0.27596090092356934	0.27596090092356934	0.27596090092356934	0.27596090092356934	0.27596090092356934	0.27596090092356934	0.27596090092356934	0.27596090092356934	0.27596090092356934	0.27596090092356934	0.27596090092356934	0.27596090092356934	0.27596090092356934	0.27596090092356934	0.27596090092356934	0.27596090092356934	0.27596090092356934	0.27596090092356934	0.27596090092356934	0.27596090092356934	0.27596090092356934	0.27596090092356934	0.090640465470409826	0.090640465470409826	0.090640465470409826	0.090640465470409826	0.090640465470409826	0.090640465470409826	0.090640465470409826	0.090640465470409826	0.090640465470409826	0.090640465470409826	0.090640465470409826	0.089263255493246263	0.089263255493246263	0.089263255493246263	0.089263255493246263	0.089263255493246263	0.089263255493246263	0.089263255493246263	0.089263255493246263	0.089263255493246263	0.089263255493246263	0.089263255493246263	0.089263255493246263	0.089263255493246263	0.089263255493246263	0.089263255493246263	0.089263255493246263	0.089263255493246263	0.089263255493246263	0.089263255493246263	0.089263255493246263	0.089263255493246263	0.089263255493246263	0.089263255493246263	0.089263255493246263	0.089263255493246263
51000	0.39523169753690623	0.39523169753690623	0.39523169753690623	0.39523169753690623	0.39523169753690623	0.39523169753690623	0.39523169753690623	0.39523169753690623	0.39523169753690623	0.39523169753690623	0.39523169753690623	0.39523169753690623	0.39523169753690623	0.39523169753690623	0.39523169753690623	0.39523169753690623	0.39523169753690623	0.39523169753690623	0.39523169753690623	0.39523169753690623	0.39523169753690623	0.39523169753690623	0.39523169753690623	0.39523169753690623	0.39523169753690623	0.39523169753690623	0.39523169753690623	0.39523169753690623	0.39523169753690623	0.39523169753690623	0.39523169753690623	0.39523169753690623	0.39523169753690623	0.39523169753690623	0.39523169753690623	0.39523169753690623	0.27859832613131319	0.27859832613131319	0.27859832613131319	0.27859832613131319	0.27859832613131319	0.27859832613131319	0.27859832613131319	0.27859832613131319	0.27859832613131319	0.27859832613131319	0.27859832613131319	0.27859832613131319	0.27859832613131319	0.27859832613131319	0.27859832613131319	0.27859832613131319	0.27859832613131319	0.27859832613131319	0.27859832613131319	0.27859832613131319	0.27859832613131319	0.27859832613131319	0.27859832613131319	0.27859832613131319	0.27859832613131319	0.27859832613131319	0.27859832613131319	0.27859832613131319	0.27859832613131319	0.27859832613131319	0.27859832613131319	0.27859832613131319	0.27859832613131319	0.27859832613131319	0.27859832613131319	0.27859832613131319	0.11663337140559304	0.11663337140559304	0.11663337140559304	0.11663337140559304	0.11663337140559304	0.11663337140559304	0.11663337140559304	0.11663337140559304	0.11663337140559304	0.11663337140559304	0.11663337140559304	0.11663337140559304	0.11663337140559304	0.11663337140559304	0.11663337140559304	0.11663337140559304	0.11663337140559304	0.11663337140559304	0.11663337140559304	0.11663337140559304	0.11663337140559304	0.11663337140559304	0.11663337140559304	0.11663337140559304	0.11663337140559304	0.11663337140559304	0.11663337140559304	0.11663337140559304	0.11663337140559304	0.11663337140559304	0.11663337140559304	0.11663337140559304	0.11663337140559304	0.11663337140559304	0.11663337140559304	0.11663337140559304
52000	0.34386053917337212	0.34386053917337212	0.34386053917337212	0.34386053917337212	0.34386053917337212	0.34386053917337212	0.34386053917337212	0.34386053917337212	0.34386053917337212	0.34386053917337212	0.34386053917337212	0.34386053917337212	0.34386053917337212	0.34386053917337212	0.34386053917337212	0.34386053917337212	0.34386053917337212	0.34386053917337212	0.34386053917337212	0.34386053917337212	0.34386053917337212	0.34386053917337212	0.34386053917337212	0.34386053917337212	0.34386053917337212	0.34386053917337212	0.34386053917337212	0.34386053917337212	0.34386053917337212	0.34386053917337212	0.34386053917337212	0.34386053917337212	0.34386053917337212	0.34386053917337212	0.34386053917337212	0.34386053917337212	0.25537574910345934	0.25537574910345934	0.25537574910345934	0.25537574910345934	0.25537574910345934	0.25537574910345934	0.25537574910345934	0.25537574910345934	0.25537574910345934	0.25537574910345934	0.25537574910345934	0.25537574910345934	0.25537574910345934	0.25537574910345934	0.25537574910345934	0.35714610803506436	0.35714610803506436	0.35714610803506436	0.35714610803506436	0.35714610803506436	0.35714610803506436	0.35714610803506436	0.35714610803506436	0.35714610803506436	0.35714610803506436	0.35714610803506436	0.35714610803506436	0.35714610803506436	0.35714610803506436	0.35714610803506436	0.35714610803506436	0.35714610803506436	0.35714610803506436	0.35714610803506436	0.35714610803506436	0.35714610803506436	0.088484790069912778	0.088484790069912778	0.088484790069912778	0.088484790069912778	0.088484790069912778	0.088484790069912778	0.088484790069912778	0.088484790069912778	0.088484790069912778	0.088484790069912778	0.088484790069912778	0.088484790069912778	0.088484790069912778	0.088484790069912778	0.088484790069912778	-0.013285568861692243	-0.013285568861692243	-0.013285568861692243	-0.013285568861692243	-0.013285568861692243	-0.013285568861692243	-0.013285568861692243	-0.013285568861692243	-0.013285568861692243	-0.013285568861692243	-0.013285568861692243	-0.013285568861692243	-0.013285568861692243	-0.013285568861692243	-0.013285568861692243	-0.013285568861692243	-0.013285568861692243	-0.013285568861692243	-0.013285568861692243	-0.013285568861692243	-0.013285568861692243
53000	0.3478932035051015	0.3478932035051015	0.3478932035051015	0.3478932035051015	0.3478932035051015	0.3478932035051015	0.3478932035051015	0.3478932035051015	0.3478932035051015	0.3478932035051015	0.3478932035051015	0.3478932035051015	0.3478932035051015	0.3478932035051015	0.3478932035051015	0.3478932035051015	0.3478932035051015	0.3478932035051015	0.3478932035051015	0.3478932035051015	0.3478932035051015	0.3478932035051015	0.3478932035051015	0.3478932035051015	0.3478932035051015	0.3478932035051015	0.3478932035051015	0.3478932035051015	0.3478932035051015	0.3478932035051015	0.3478932035051015	0.3478932035051015	0.3478932035051015	0.3478932035051015	0.3478932035051015	0.3478932035051015	0.26111343249139063	0.26111343249139063	0.26111343249139063	0.26111343249139063	0.26111343249139063	0.26111343249139063	0.26111343249139063	0.26111343249139063	0.26111343249139063	0.26111343249139063	0.26111343249139063	0.26111343249139063	0.26111343249139063	0.26111343249139063	0.26111343249139063	0.26111343249139063	0.26111343249139063	0.26111343249139063	0.26111343249139063	0.26111343249139063	0.26111343249139063	0.26111343249139063	0.26111343249139063	0.26111343249139063	0.26111343249139063	0.26111343249139063	0.26111343249139063	0.26111343249139063	0.26111343249139063	0.26111343249139063	0.26111343249139063	0.26111343249139063	0.26111343249139063	0.26111343249139063	0.26111343249139063	0.26111343249139063	0.086779771013710871	0.086779771013710871	0.086779771013710871	0.086779771013710871	0.086779771013710871	0.086779771013710871	0.086779771013710871	0.086779771013710871	0.086779771013710871	0.086779771013710871	0.086779771013710871	0.086779771013710871	0.086779771013710871	0.086779771013710871	0.086779771013710871	0.086779771013710871	0.086779771013710871	0.086779771013710871	0.086779771013710871	0.086779771013710871	0.086779771013710871	0.086779771013710871	0.086779771013710871	0.086779771013710871	0.086779771013710871	0.086779771013710871	0.086779771013710871	0.086779771013710871	0.086779771013710871	0.086779771013710871	0.086779771013710871	0.086779771013710871	0.086779771013710871	0.086779771013710871	0.086779771013710871	0.086779771013710871
54000	0.33694067597592342	0.33694067597592342	0.33694067597592342	0.33694067597592342	0.33694067597592342	0.33694067597592342	0.33694067597592342	0.33694067597592342	0.33694067597592342	0.33694067597592342	0.33694067597592342	0.33694067597592342	0.33694067597592342	0.33694067597592342	0.33694067597592342	0.33694067597592342	0.33694067597592342	0.33694067597592342	0.33694067597592342	0.33694067597592342	0.33694067597592342	0.33694067597592342	0.33694067597592342	0.33694067597592342	0.33694067597592342	0.33694067597592342	0.33694067597592342	0.33694067597592342	0.33694067597592342	0.33694067597592342	0.33694067597592342	0.33694067597592342	0.33694067597592342	0.33694067597592342	0.33694067597592342	0.33694067597592342	0.24825057592644997	0.24825057592644997	0.24825057592644997	0.24825057592644997	0.24825057592644997	0.24825057592644997	0.24825057592644997	0.24825057592644997	0.24825057592644997	0.24825057592644997	0.24825057592644997	0.24825057592644997	0.24825057592644997	0.27078359386467882	0.27078359386467882	0.27078359386467882	0.27078359386467882	0.27078359386467882	0.27078359386467882	0.27078359386467882	0.27078359386467882	0.27078359386467882	0.27078359386467882	0.27078359386467882	0.27078359386467882	0.27078359386467882	0.27078359386467882	0.27078359386467882	0.27078359386467882	0.27078359386467882	0.27078359386467882	0.27078359386467882	0.27078359386467882	0.27078359386467882	0.27078359386467882	0.27078359386467882	0.088690100049473447	0.088690100049473447	0.088690100049473447	0.088690100049473447	0.088690100049473447	0.088690100049473447	0.088690100049473447	0.088690100049473447	0.088690100049473447	0.088690100049473447	0.088690100049473447	0.088690100049473447	0.088690100049473447	0.066157082111244603	0.066157082111244603	0.066157082111244603	0.066157082111244603	0.066157082111244603	0.066157082111244603	0.066157082111244603	0.066157082111244603	0.066157082111244603	0.066157082111244603	0.066157082111244603	0.066157082111244603	0.066157082111244603	0.066157082111244603	0.066157082111244603	0.066157082111244603	0.066157082111244603	0.066157082111244603	0.066157082111244603	0.066157082111244603	0.066157082111244603	0.066157082111244603	0.066157082111244603
